Architecture,Alpha,StationID,ATMP,DEWP,PRES,WDIR,WSPD,WTMP
LSTM,0.0,42001,0.0,0.0,0.0,0.0,0.0,0.0
LSTM,0.0,42002,0.0,0.0,0.0,0.0,0.0,0.0
LSTM,0.0,42003,0.0,0.0,0.0,0.0,0.0,0.0
LSTM,0.0,42019,0.0,0.0,0.0,0.0,0.0,0.0
LSTM,0.0,42020,0.0,0.0,0.0,0.0,0.0,0.0
LSTM,0.0,42035,0.0,0.0,0.0,0.0,0.0,0.0
LSTM,0.0,42036,0.0,0.0,0.0,0.0,0.0,
LSTM,0.0,42039,0.0,,0.0,0.0,0.0,0.0
LSTM,0.0,42040,0.0,0.0,0.0,0.0,0.0,0.0
LSTM,0.1,42001,0.008000000000000007,-0.052000000000000046,-0.02200000000000002,-12.414999999999964,0.08099999999999996,-0.002999999999999999
LSTM,0.1,42002,-0.024000000000000007,-0.004,-0.002999999999999975,-4.962999999999965,-0.018000000000000016,-0.001
LSTM,0.1,42003,-0.052,-0.016,-0.002,-0.046,-0.024,-0.004
LSTM,0.1,42019,0.0040000000000000036,-0.016000000000000014,-0.06499999999999997,1.146,-0.0020000000000000018,-0.019
LSTM,0.1,42020,-0.033999999999999975,-0.009000000000000008,-0.02400000000000002,6.442000000000007,-0.018000000000000016,-0.10899999999999999
LSTM,0.1,42035,-0.012,-0.006,-0.009,0.23600000000000004,-0.015,-0.006
LSTM,0.1,42036,-0.065,0.014000000000000012,-0.03300000000000003,-1.1539999999999964,-0.10799999999999965,
LSTM,0.1,42039,-0.025000000000000022,,-0.014000000000000012,-1.9489999999996144,0.11500000000000021,-0.046
LSTM,0.1,42040,-0.050000000000000044,0.04400000000000001,-0.024999999999999967,-0.1279999999999859,-0.08999999999999986,-0.007000000000000003
LSTM,0.2,42001,0.006000000000000005,-0.05700000000000005,-0.018000000000000016,-29.2800000000002,0.10599999999999987,-0.002999999999999999
LSTM,0.2,42002,-0.024000000000000007,-0.004,-0.0010000000000000009,-0.9700000000000273,-0.029000000000000026,-0.001
LSTM,0.2,42003,-0.052,-0.016,-0.002,-0.042,-0.024,-0.004
LSTM,0.2,42019,-0.002999999999999989,-0.015000000000000013,-0.06199999999999997,0.883,-0.0010000000000000009,-0.019
LSTM,0.2,42020,-0.02999999999999997,-0.0050000000000000044,-0.013000000000000012,12.000999999999749,-0.02100000000000002,-0.10899999999999999
LSTM,0.2,42035,-0.011,-0.006,-0.006999999999999999,0.22800000000000004,-0.013999999999999999,-0.006
LSTM,0.2,42036,-0.065,0.013000000000000012,-0.03700000000000003,-7.296000000000049,-0.09799999999999986,
LSTM,0.2,42039,-0.025000000000000022,,-0.029000000000000026,-2.7669999999998254,0.04300000000000104,-0.046
LSTM,0.2,42040,-0.05900000000000005,0.027999999999999997,-0.013000000000000012,-0.52800000000002,-0.10399999999999965,-0.007000000000000003
LSTM,0.3,42001,0.0030000000000000027,-0.05800000000000005,-0.025999999999999995,-5.572999999999865,0.10799999999999965,-0.002999999999999999
LSTM,0.3,42002,-0.02500000000000001,-0.004,-0.0069999999999999785,-0.3789999999999054,-0.017000000000000015,-0.001
LSTM,0.3,42003,-0.052,-0.016,-0.001,0.09699999999999999,-0.024,-0.004
LSTM,0.3,42019,0.0020000000000000018,-0.016000000000000014,-0.07399999999999998,0.62,-0.016000000000000014,-0.019
LSTM,0.3,42020,-0.02999999999999997,0.0020000000000000018,-0.02100000000000002,16.428999999999633,-0.04600000000000004,-0.10899999999999999
LSTM,0.3,42035,-0.008,0.002,-0.004,0.28300000000000003,-0.011999999999999999,-0.006
LSTM,0.3,42036,-0.066,0.01100000000000001,-0.04700000000000004,-8.760999999999967,-0.10399999999999965,
LSTM,0.3,42039,-0.025000000000000022,,-0.030000000000000027,37.95400000000018,0.041999999999999815,-0.046
LSTM,0.3,42040,-0.062,0.036000000000000004,-0.04199999999999998,-79.13900000000001,-0.07699999999999996,-0.006000000000000002
LSTM,0.4,42001,0.009000000000000008,-0.051000000000000045,-0.02200000000000002,-2.099999999999909,0.14500000000000002,-0.002999999999999999
LSTM,0.4,42002,-0.024000000000000007,-0.004,-0.0069999999999999785,7.166999999999916,-0.016000000000000014,-0.001
LSTM,0.4,42003,-0.052,-0.016,-0.001,30.119,-0.023,-0.004
LSTM,0.4,42019,0.008000000000000007,-0.025000000000000022,-0.06999999999999998,188.941,-0.015000000000000013,-0.019
LSTM,0.4,42020,-0.05299999999999999,-0.014000000000000012,-0.019000000000000017,18.785999999999603,-0.031000000000000028,-0.10899999999999999
LSTM,0.4,42035,-0.012,-0.005,-0.006999999999999999,37.067,-0.016999999999999998,-0.006
LSTM,0.4,42036,-0.067,0.013000000000000012,-0.040000000000000036,461.8290000000002,-0.10499999999999998,
LSTM,0.4,42039,-0.026000000000000023,,-0.017000000000000015,-35.572999999999865,0.0600000000000005,-0.046
LSTM,0.4,42040,-0.05300000000000005,0.04300000000000001,-0.016000000000000014,154.74,-0.09399999999999986,-0.007000000000000003
LSTM,0.5,42001,0.009000000000000008,-0.049000000000000044,-0.018000000000000016,251.58699999999953,0.11499999999999977,-0.002999999999999999
LSTM,0.5,42002,-0.02500000000000001,-0.003,-0.0010000000000000009,58.516000000000076,-0.01100000000000001,-0.001
LSTM,0.5,42003,-0.052,-0.016,-0.001,74.678,-0.024,-0.004
LSTM,0.5,42019,0.0,-0.03200000000000003,-0.046999999999999986,48.313,-0.016000000000000014,-0.019
LSTM,0.5,42020,-0.061,-0.020000000000000018,-0.0030000000000000027,82.90599999999995,-0.038000000000000034,-0.10899999999999999
LSTM,0.5,42035,-0.013000000000000001,-0.006,-0.009999999999999998,164.907,-0.018,-0.006
LSTM,0.5,42036,-0.068,-0.0010000000000000009,-0.04400000000000004,283.25,-0.10599999999999987,
LSTM,0.5,42039,-0.027000000000000024,,-0.013000000000000012,1034.5009999999997,0.049000000000001265,-0.046
LSTM,0.5,42040,-0.05900000000000005,0.04200000000000001,-0.02200000000000002,1602.3010000000002,-0.11799999999999988,-0.007000000000000003
LSTM,0.6,42001,0.0020000000000000018,-0.05400000000000005,-0.014000000000000012,97.10899999999992,0.10999999999999988,-0.002999999999999999
LSTM,0.6,42002,-0.02500000000000001,-0.004,0.0050000000000000044,31.452999999999975,0.0020000000000000018,-0.001
LSTM,0.6,42003,-0.052,-0.016,-0.002,58.358,-0.023,-0.004
LSTM,0.6,42019,0.0020000000000000018,-0.013000000000000012,-0.04999999999999999,71.49499999999999,-0.016000000000000014,-0.019
LSTM,0.6,42020,-0.064,-0.020000000000000018,-0.006000000000000005,911.029,-0.03600000000000003,-0.10899999999999999
LSTM,0.6,42035,-0.013000000000000001,-0.006,-0.012,159.954,-0.016999999999999998,-0.006
LSTM,0.6,42036,-0.066,0.018000000000000016,-0.03600000000000003,670.0810000000001,-0.07299999999999995,
LSTM,0.6,42039,-0.02200000000000002,,-0.010000000000000009,331.80300000000034,0.05900000000000105,-0.046
LSTM,0.6,42040,-0.05700000000000005,0.047000000000000014,-0.025999999999999968,8.528999999999996,-0.12299999999999978,-0.007000000000000003
LSTM,0.7,42001,0.0030000000000000027,-0.05700000000000005,-0.02200000000000002,-265.44500000000016,0.12399999999999967,-0.002999999999999999
LSTM,0.7,42002,-0.024000000000000007,-0.003,-0.004999999999999977,28.468000000000075,-0.009000000000000008,-0.001
LSTM,0.7,42003,-0.052,-0.016,-0.001,40.39,-0.024,-0.004
LSTM,0.7,42019,0.006000000000000005,-0.03700000000000003,-0.06099999999999997,80.15899999999999,-0.015000000000000013,-0.019
LSTM,0.7,42020,-0.07100000000000001,-0.026000000000000023,-0.010000000000000009,120.80699999999979,-0.040000000000000036,-0.10899999999999999
LSTM,0.7,42035,-0.013000000000000001,-0.005,-0.009999999999999998,554.64,-0.016999999999999998,-0.006
LSTM,0.7,42036,-0.065,0.014000000000000012,-0.03400000000000003,55.92100000000005,-0.10899999999999999,
LSTM,0.7,42039,-0.02400000000000002,,-0.026000000000000023,583.6240000000003,0.005000000000000782,-0.046
LSTM,0.7,42040,-0.065,0.038000000000000006,-0.018000000000000016,297.36600000000004,-0.08299999999999974,-0.007000000000000003
LSTM,0.8,42001,0.009000000000000008,-0.05500000000000005,-0.020000000000000018,269.576,0.12299999999999978,-0.002999999999999999
LSTM,0.8,42002,-0.029000000000000012,-0.003,-0.004999999999999977,68.19599999999991,-0.008000000000000007,-0.001
LSTM,0.8,42003,-0.052,-0.016,-0.002,22.248,-0.023,-0.004
LSTM,0.8,42019,0.0,-0.028000000000000025,-0.03999999999999998,97.077,0.009000000000000008,-0.019
LSTM,0.8,42020,-0.063,-0.026000000000000023,-0.006000000000000005,1613.5699999999997,-0.03600000000000003,-0.10899999999999999
LSTM,0.8,42035,-0.014,-0.007,-0.013,57.467,-0.016999999999999998,-0.006
LSTM,0.8,42036,-0.067,0.008000000000000007,-0.04400000000000004,1457.2910000000002,-0.11499999999999977,
LSTM,0.8,42039,-0.025000000000000022,,-0.02400000000000002,628.6290000000004,0.05799999999999983,-0.046
LSTM,0.8,42040,-0.067,0.032,-0.025999999999999968,171.01100000000002,-0.10999999999999988,-0.007000000000000003
LSTM,0.9,42001,0.006000000000000005,-0.05700000000000005,-0.020000000000000018,90.09400000000005,0.12299999999999978,-0.002999999999999999
LSTM,0.9,42002,-0.023000000000000007,-0.003,0.0040000000000000036,23.116999999999962,-0.0050000000000000044,-0.001
LSTM,0.9,42003,-0.052,-0.016,-0.002,30.986,-0.024,-0.004
LSTM,0.9,42019,0.0010000000000000009,-0.019000000000000017,-0.04299999999999998,78.008,-0.009000000000000008,-0.019
LSTM,0.9,42020,-0.07500000000000001,-0.026000000000000023,-0.0010000000000000009,2224.818,-0.02100000000000002,-0.10999999999999999
LSTM,0.9,42035,-0.014,-0.007,-0.013,18.250999999999998,-0.016,-0.006
LSTM,0.9,42036,-0.066,0.019000000000000017,-0.038000000000000034,766.7779999999998,-0.10999999999999988,
LSTM,0.9,42039,-0.02100000000000002,,-0.026000000000000023,97.61700000000019,0.07399999999999984,-0.046
LSTM,0.9,42040,-0.065,0.038000000000000006,-0.019000000000000017,105.87,-0.10299999999999976,-0.007000000000000003
LSTM,1.0,42001,0.0030000000000000027,-0.05900000000000005,-0.013000000000000012,99.55400000000009,0.1339999999999999,-0.002999999999999999
LSTM,1.0,42002,-0.023000000000000007,-0.003,0.0010000000000000009,206.2750000000001,-0.017000000000000015,-0.001
LSTM,1.0,42003,-0.052,-0.016,-0.001,53.678999999999995,-0.024,-0.004
LSTM,1.0,42019,0.0010000000000000009,-0.03700000000000003,-0.03899999999999998,124.29599999999999,0.0030000000000000027,-0.019
LSTM,1.0,42020,-0.066,-0.02100000000000002,0.0030000000000000027,1260.2959999999998,-0.04700000000000004,-0.10899999999999999
LSTM,1.0,42035,-0.014,-0.006,-0.012,63.847,-0.016,-0.006
LSTM,1.0,42036,-0.065,0.020000000000000018,-0.03700000000000003,68.51199999999994,-0.09899999999999975,
LSTM,1.0,42039,-0.031000000000000028,,-0.018000000000000016,314.56200000000035,0.053000000000000824,-0.046
LSTM,1.0,42040,-0.062,0.04000000000000001,-0.02100000000000002,205.95,-0.12199999999999989,-0.006000000000000002
GRU,0.0,42001,0.0,0.0,0.0,0.0,0.0,0.0
GRU,0.0,42002,0.0,0.0,0.0,0.0,0.0,0.0
